"","N_1979","D_1979","J_1979","F_1979","N_1980","D_1980","J_1980","F_1980","N_1981","D_1981","J_1981","F_1981","N_1982","D_1982","J_1982","F_1982","N_1983","D_1983","J_1983","F_1983","N_1984","D_1984","J_1984","F_1984","N_1985","D_1985","J_1985","F_1985","N_1986","D_1986","J_1986","F_1986","N_1987","D_1987","J_1987","F_1987","N_1988","D_1988","J_1988","F_1988","N_1989","D_1989","J_1989","F_1989","N_1990","D_1990","J_1990","F_1990","N_1991","D_1991","J_1991","F_1991","N_1992","D_1992","J_1992","F_1992","N_1993","D_1993","J_1993","F_1993","N_1994","D_1994","J_1994","F_1994","N_1995","D_1995","J_1995","F_1995","N_1996","D_1996","J_1996","F_1996","N_1997","D_1997","J_1997","F_1997","N_1998","D_1998","J_1998","F_1998","N_1999","D_1999","J_1999","F_1999","N_2000","D_2000","J_2000","F_2000","N_2001","D_2001","J_2001","F_2001","N_2002","D_2002","J_2002","F_2002","N_2003","D_2003","J_2003","F_2003","N_2004","D_2004","J_2004","F_2004","N_2005","D_2005","J_2005","F_2005","N_2006","D_2006","J_2006","F_2006","N_2007","D_2007","J_2007","F_2007","N_2008","D_2008","J_2008","F_2008","N_2009","D_2009","J_2009","F_2009","N_2010","D_2010","J_2010","F_2010","N_2011","D_2011","J_2011","F_2011","N_2012","D_2012","J_2012","F_2012","N_2013","D_2013","J_2013","F_2013","N_2014","D_2014","J_2014","F_2014","N_2015","D_2015","J_2015","F_2015","N_2016","D_2016","J_2016","F_2016","N_2017","D_2017","J_2017","F_2017","N_2018","D_2018","J_2018","F_2018","N_2019","D_2019","J_2019","F_2019"
"SPUI",258.378567695618,323.192217350006,214.483079910278,318.015038967133,243.305904865265,294.326906204224,277.456197738647,261.095559597015,222.629292011261,292.899627685547,283.927145004272,264.016592502594,276.505215167999,293.523380756378,238.166427612305,3.98736253380775,35.2773892879486,257.137091159821,300.396852493286,273.202686309814,225.512452125549,261.207504272461,276.574244499207,245.278401374817,278.259165287018,250.524115562439,248.557562828064,274.998714923859,267.768144607544,318.130631446838,261.42965555191,286.5154337883,270.941133499146,273.571972846985,281.317055225372,280.716648101807,160.412535667419,278.689777851105,230.728425979614,327.573080062866,231.941599845886,283.458445072174,279.703760147095,126.31173491478,48.2129001617432,263.970286846161,297.501611709595,240.00519990921,289.816911220551,268.737215995789,269.550247192383,131.540379524231,269.08474445343,266.109294891357,269.348738193512,304.442846775055,76.083562374115,244.711403846741,280.427012443542,240.627987384796,269.335820674896,302.458827495575,294.93501663208,274.236838817596,273.324780464172,270.07917881012,273.930401802063,261.547908782959,291.737265586853,293.574707508087,292.119705677032,277.186410427094,307.785973548889,250.476543903351,225.060703754425,219.410104751587,272.003953456879,244.198715686798,281.299524307251,266.8128490448,275.756106376648,301.647684574127,278.650767803192,294.021198749542,279.373462200165,279.841196537018,226.950395107269,57.7629804611206,317.51389503479,25.5972647666931,292.657220363617,295.316662788391,295.731739997864,275.23374080658,212.235560417175,282.155170440674,107.609914541245,300.077583789825,242.717599868774,217.281997203827,278.732414245605,257.784233093262,267.52721786499,288.937962055206,278.951990604401,267.614185810089,228.499081134796,219.537584781647,272.394740581512,262.718639373779,277.204327583313,306.969058513641,238.609614372253,287.531991004944,219.162933826447,278.033258914948,271.366810798645,277.751626968384,270.070295333862,273.859333992004,291.745762825012,269.772098064423,280.656781196594,279.18922662735,34.2993646860123,101.673016548157,298.448753356934,297.343468666077,261.468901634216,284.683227539062,299.760332107544,275.157866477966,265.793673992157,269.896745681763,269.132831096649,232.650775909424,262.701194286346,258.521025180817,284.255232810974,234.058420658112,108.320410251617,258.419380187988,289.734041690826,262.183012962341,248.843615055084,263.592460155487,287.528150081635,280.139544010162,238.220844268799,266.895847320557,274.328548908234,173.241455554962,287.653634548187,270.74241399765,254.002232551575,279.196028709412,293.518552780151,273.175928592682,278.972482681274,279.447019100189,248.280050754547,197.757704257965,294.127285480499,229.281320571899
"STAC",311.296706199646,330.932557582855,266.152338981628,359.411973953247,311.519329547882,22.3152467608452,4.6252491697669,281.339328289032,316.73077583313,301.052405834198,298.614192008972,274.911832809448,312.951307296753,290.356185436249,260.083980560303,38.7836614251137,3.28384760767221,248.760294914246,326.656708717346,276.607246398926,49.2299723625183,339.768333435059,269.994099140167,287.149465084076,13.7641216814518,29.8162212967873,267.034120559692,271.980092525482,31.8979212641716,0.168803064152598,268.036773204803,288.784646987915,354.961009025574,287.721419334412,288.565757274628,301.19863986969,39.1681078076363,290.950520038605,24.291125535965,6.26325711607933,307.986345291138,317.541060447693,295.221626758575,32.9309874773026,81.3920938968658,286.958363056183,282.814693450928,274.652388095856,303.286793231964,19.9970765411854,301.963455677032,62.4093014001846,315.725998878479,290.422596931458,271.366810798645,335.145878791809,61.0483431816101,277.025005817413,324.820125102997,278.156189918518,288.705596923828,297.678208351135,347.77065038681,277.224476337433,319.835014343262,281.142196655273,281.616325378418,283.680810928345,321.762042045593,302.089562416077,306.289000511169,292.389149665833,332.311277389526,318.660356998444,1.42492169514298,344.086196422577,302.529509067535,260.465798377991,280.663561820984,275.640985965729,289.45004940033,311.287479400635,294.811570644379,280.087423324585,282.997598648071,278.348557949066,298.544154167175,47.4313098192215,46.4268010854721,86.5938252210617,304.959869384766,294.986708164215,294.182238578796,286.603538990021,280.697057247162,337.239825725555,37.6883438229561,349.259340763092,272.910776138306,83.2374376058578,311.284153461456,268.147881031036,290.148196220398,342.016496658325,303.621554374695,280.000240802765,253.733646869659,269.308204650879,274.691805839539,305.578150749207,278.780586719513,353.198153972626,246.850004196167,280.803422927856,319.326810836792,279.472618103027,280.898609161377,296.915109157562,312.242259979248,264.727485179901,307.178828716278,290.423197746277,254.912338256836,307.604484558105,57.4500578641891,122.319760322571,306.501817703247,55.3965586423874,340.07333278656,302.39964723587,326.383187770844,288.411133289337,260.116381645203,282.022519111633,276.343746185303,249.847898483276,257.297143936157,270.324954986572,276.227788925171,251.292729377747,49.0140867233276,286.642506122589,339.473741054535,254.817452430725,282.756929397583,285.207438468933,293.309662342072,266.115303039551,262.916350364685,296.063389778137,284.121551513672,23.4343126416206,21.8174515664577,338.821449279785,263.704919815063,312.095854282379,286.904675960541,298.628225326538,291.912724971771,280.396564006805,346.911699771881,264.819388389587,284.554889202118,50.2324908971786
"STEE",258.378567695618,323.192217350006,214.483079910278,318.015038967133,243.305904865265,294.326906204224,277.456197738647,261.095559597015,222.629292011261,292.899627685547,283.927145004272,264.016592502594,276.505215167999,293.523380756378,238.166427612305,3.98736253380775,35.2773892879486,257.137091159821,300.396852493286,273.202686309814,225.512452125549,261.207504272461,276.574244499207,245.278401374817,278.259165287018,250.524115562439,248.557562828064,274.998714923859,267.768144607544,318.130631446838,261.42965555191,286.5154337883,270.941133499146,273.571972846985,281.317055225372,280.716648101807,160.412535667419,278.689777851105,230.728425979614,327.573080062866,231.941599845886,283.458445072174,279.703760147095,126.31173491478,48.2129001617432,263.970286846161,297.501611709595,240.00519990921,289.816911220551,268.737215995789,269.550247192383,131.540379524231,269.08474445343,266.109294891357,269.348738193512,304.442846775055,76.083562374115,244.711403846741,280.427012443542,240.627987384796,269.335820674896,302.458827495575,294.93501663208,274.236838817596,273.324780464172,270.07917881012,273.930401802063,261.547908782959,291.737265586853,293.574707508087,292.119705677032,277.186410427094,307.785973548889,250.476543903351,225.060703754425,219.410104751587,272.003953456879,244.198715686798,281.299524307251,266.8128490448,275.756106376648,301.647684574127,278.650767803192,294.021198749542,279.373462200165,279.841196537018,226.950395107269,57.7629804611206,317.51389503479,25.5972647666931,292.657220363617,295.316662788391,295.731739997864,275.23374080658,212.235560417175,282.155170440674,107.609914541245,300.077583789825,242.717599868774,217.281997203827,278.732414245605,257.784233093262,267.52721786499,288.937962055206,278.951990604401,267.614185810089,228.499081134796,219.537584781647,272.394740581512,262.718639373779,277.204327583313,306.969058513641,238.609614372253,287.531991004944,219.162933826447,278.033258914948,271.366810798645,277.751626968384,270.070295333862,273.859333992004,291.745762825012,269.772098064423,280.656781196594,279.18922662735,34.2993646860123,101.673016548157,298.448753356934,297.343468666077,261.468901634216,284.683227539062,299.760332107544,275.157866477966,265.793673992157,269.896745681763,269.132831096649,232.650775909424,262.701194286346,258.521025180817,284.255232810974,234.058420658112,108.320410251617,258.419380187988,289.734041690826,262.183012962341,248.843615055084,263.592460155487,287.528150081635,280.139544010162,238.220844268799,266.895847320557,274.328548908234,173.241455554962,287.653634548187,270.74241399765,254.002232551575,279.196028709412,293.518552780151,273.175928592682,278.972482681274,279.447019100189,248.280050754547,197.757704257965,294.127285480499,229.281320571899
"STEN",258.914086818695,320.852880477905,219.068627357483,336.43883228302,242.988460063934,294.610683917999,278.443787097931,260.742430686951,222.222239971161,293.645238876343,284.631428718567,263.140003681183,277.824604511261,293.431777954102,238.1627368927,6.37441523373127,32.8599464893341,257.867918014526,300.542185306549,274.629299640656,224.619491100311,261.806559562683,275.79571723938,244.31538105011,282.04597234726,251.310217380524,248.613030910492,273.795604705811,266.762337684631,305.334005355835,261.61080121994,283.303456306458,275.19455909729,273.840901851654,281.124279499054,280.991499423981,156.785448789597,279.645094871521,233.571009635925,328.630793094635,230.953710079193,285.127637386322,279.549136161804,128.202660083771,45.1083880662918,264.496772289276,297.429449558258,238.861892223358,290.625114440918,270.052013397217,269.659037590027,127.125570774078,269.965817928314,265.311005115509,269.498941898346,306.757979393005,74.8742455244064,247.140026092529,281.128249168396,237.977814674377,268.576927185059,305.062050819397,295.701506137848,273.3815574646,274.627411365509,270.704455375671,274.281470775604,261.027710437775,295.192637443542,294.451274871826,292.664172649384,278.960208892822,307.311351299286,249.920253753662,223.182599544525,219.839494228363,272.237198352814,243.060922622681,280.663819313049,267.948131561279,276.294436454773,302.323729991913,278.793611526489,293.938286304474,279.027693271637,280.828785896301,226.249523162842,57.1018320322037,319.552910327911,25.448123216629,293.453278541565,295.211498737335,294.538414478302,275.789473056793,214.689202308655,286.312165260315,111.106560230255,300.816607475281,243.138706684113,215.226202011108,279.20218706131,256.917407512665,267.256400585175,292.858428955078,277.667212486267,268.137667179108,227.564642429352,217.785995006561,270.693275928497,263.603618144989,276.064367294312,307.052593231201,238.559403419495,288.999245166779,217.675852775574,277.905972003937,270.861804485321,278.690056800842,270.748636722565,273.46195936203,292.224934101105,271.377024650574,280.844943523407,279.740967750549,43.7690672278404,101.714687347412,299.208912849426,297.909479141235,260.964539051056,285.817244052887,300.482060909271,275.256378650665,266.603207588196,270.674951076508,269.383327960968,232.000823020935,262.170674800873,259.24311876297,282.906103134155,233.601758480072,106.682503223419,258.845572471619,290.217568874359,261.622302532196,250.090005397797,263.682625293732,287.228364944458,278.221850395203,238.532044887543,266.868724822998,272.921118736267,177.966177463531,286.137392520905,272.036805152893,253.581962585449,279.654579162598,292.60703086853,273.766272068024,279.614431858063,279.544866085052,251.645665168762,199.039714336395,293.700063228607,226.915934085846
"STER",84.3803697824478,76.8128228187561,131.742564439774,64.2673534154892,92.4416148662567,99.3373811244965,118.025726079941,77.9885476827621,102.605245113373,56.3729685544968,53.522515296936,121.898320913315,72.5260144472122,77.6878988742828,133.002880811691,71.6685497760773,74.0730375051498,141.598620414734,60.6287330389023,162.445811033249,108.824161291122,88.5736602544785,124.164905548096,102.473419904709,73.8078314065933,106.175791025162,144.397698640823,126.909073591232,109.848808050156,114.537191390991,154.043555259705,103.503205776215,63.668839931488,86.9821339845657,29.2208138108253,54.8335897922516,98.9554882049561,39.689467549324,74.6702206134796,84.9894404411316,69.6213376522064,60.3431850671768,101.340883970261,85.8635187149048,100.217767953873,68.3260667324066,78.5684734582901,118.831826448441,36.7707708477974,90.5620193481445,23.719662129879,80.089972615242,64.8852002620697,108.659226894379,259.437203407288,55.4778134822845,95.4336833953857,116.871120929718,46.8476235866547,90.9672045707703,99.0103876590729,89.6440333127975,72.216557264328,61.3970839977264,53.9553648233414,58.3505290746689,111.167306900024,84.2236644029617,64.0083914995193,58.261393904686,63.4467315673828,107.556463479996,65.5726182460785,87.5762647390366,120.013275146484,91.0572195053101,99.8549938201904,167.221966981888,60.7742804288864,131.23265504837,45.3175628185272,63.3690816164017,40.806111395359,54.6963357925415,51.0007452964783,87.5886029005051,115.682655572891,105.129235982895,84.6466487646103,120.749047994614,38.7134090065956,11.9476962089539,65.0699293613434,30.9224581718445,107.585216760635,43.9171358942986,77.6654756069183,76.2686669826508,108.88600230217,112.329540252686,93.5649561882019,108.329787254333,56.9240069389343,110.656206607819,108.674257993698,349.282686710358,164.103362560272,140.194956064224,129.900315999985,102.832256555557,93.3398330211639,78.5171681642532,170.976458787918,115.716912746429,104.37553524971,93.1263184547424,96.3322877883911,64.7938603162766,55.4523485898972,260.754296779633,55.2472400665283,103.222754001617,136.609046459198,51.0291123390198,73.3001053333282,137.313587665558,32.0732009410858,109.496537446976,98.8073229789734,40.5751812458038,43.0112493038177,20.017631649971,228.018279075623,88.69784116745,100.485763549805,150.037000179291,130.753054618835,118.954875469208,70.7632827758789,161.109094619751,60.2161127328873,99.7303783893585,103.709918260574,187.126693725586,40.0389057397842,57.1015799045563,71.5551728010178,205.179097652435,108.2055580616,121.10968708992,106.926444768906,107.922767400742,101.146456003189,84.9342834949493,138.632590770721,85.432026386261,77.321965098381,70.2963799238205,53.0416435003281,6.86130054295063,87.4808102846146,126.628299951553,121.367093324661,96.949120759964
"STIG",290.989615917206,319.163324832916,242.614345550537,358.766570091248,303.130581378937,22.653089761734,321.326494216919,281.439728736877,286.109347343445,299.703319072723,296.348304748535,271.725668907166,312.056286334991,294.391858577728,252.673230171204,38.738517165184,345.59413433075,242.336897850037,317.098410129547,275.415744781494,65.2988934516907,323.102159500122,273.232491016388,276.42603635788,354.199347496033,352.92946100235,263.320076465607,269.031100273132,116.938809156418,42.8200587630272,261.201646327972,282.181177139282,356.917927265167,280.939378738403,286.979606151581,300.364773273468,109.226685762405,289.178352355957,25.400031208992,16.7789514362812,281.660141944885,318.16294670105,293.550696372986,72.7550482749939,90.498880147934,283.179109096527,291.104607582092,268.384709358215,302.134644985199,347.242705821991,294.724173545837,77.4918347597122,310.562596321106,274.917712211609,272.313330173492,329.683485031128,84.454253911972,276.782748699188,314.988262653351,283.631694316864,277.195851802826,288.799645900726,335.823726654053,278.515820503235,307.410078048706,282.811002731323,269.550182819366,282.195210456848,298.500595092773,302.081644535065,299.676368236542,291.947615146637,322.938759326935,302.603409290314,95.2596616744995,4.90365710109472,292.232851982117,258.91453742981,283.542258739471,274.370455741882,289.008665084839,307.302618026733,292.759766578674,283.059010505676,283.430635929108,274.269046783447,289.566628932953,72.5566667318344,28.6326080560684,134.536385536194,302.556202411652,296.079332828522,290.002820491791,287.680542469025,273.64209651947,322.594320774078,84.9442934989929,324.317092895508,258.963868618011,100.623232126236,301.938693523407,269.032945632935,288.510954380035,311.143927574158,297.322311401367,280.080986022949,238.898198604584,226.69979095459,270.084500312805,294.420504570007,278.159601688385,330.51765203476,238.642122745514,293.555481433868,321.932973861694,283.767499923706,276.998484134674,291.641800403595,299.207496643066,264.861016273499,300.158264636993,286.962161064148,272.256574630737,299.608089923859,58.4084218740463,139.39812541008,303.023293018341,44.1548332571983,263.216371536255,298.271727561951,318.430631160736,283.805930614471,265.288324356079,280.248656272888,280.459585189819,223.50291967392,253.794736862183,266.666550636292,277.337923049927,236.480240821838,65.3035014867783,270.85339307785,286.80006980896,261.505486965179,274.70113992691,285.937449932098,287.291922569275,264.548292160034,262.513589859009,286.069672107697,278.828136920929,136.76323056221,36.0035088658333,312.782349586487,266.177616119385,296.85200214386,289.355442523956,292.428438663483,291.808354854584,281.798994541168,295.191736221313,231.133868694305,279.412515163422,80.1421308517456
"STIN",283.210008144379,285.225291252136,237.00395822525,347.873711585999,273.713443279266,319.273080825806,289.401876926422,278.294999599457,281.59720659256,301.210849285126,290.723090171814,264.709417819977,298.26685667038,291.6916680336,231.208434104919,28.0831870436668,322.47889995575,242.274348735809,307.732608318329,281.0395860672,197.510297298431,302.13455915451,273.635594844818,256.201558113098,319.747381210327,285.684678554535,264.559922218323,269.717230796814,218.991014957428,213.099853992462,259.845564365387,274.012713432312,321.633725166321,278.095057010651,284.838645458221,294.445159435272,139.845904111862,290.217761993408,299.598219394684,327.998585700989,251.421003341675,316.881258487701,285.594749450684,69.1647988557816,59.7845506668091,277.826900482178,294.455459117889,252.304179668427,301.951825618744,302.382760047913,284.133760929108,99.1367733478546,300.045526027679,263.642756938934,276.568043231964,323.184492588043,112.064409255981,267.974073886871,301.033051013947,279.88799571991,267.910108566284,295.329580307007,302.399969100952,277.627129554749,298.829863071442,282.741115093231,269.388842582703,274.614450931549,316.615269184113,306.502418518066,294.186658859253,294.666838645935,312.865734100342,276.320078372955,202.498927116394,251.206233501434,288.197264671326,252.457065582275,284.409942626953,274.552781581879,291.948730945587,304.209537506104,290.964617729187,286.716277599335,285.559279918671,273.965249061584,274.998672008514,61.1667895317078,350.385482311249,141.179541349411,299.306201934814,296.502392292023,290.797612667084,291.353709697723,256.296293735504,308.068120479584,120.213346481323,312.84921169281,235.074377059937,103.246368169785,292.308640480042,271.006901264191,287.01078414917,309.098968505859,287.757167816162,281.772966384888,242.022650241852,216.222524642944,267.45370388031,297.700374126434,282.014858722687,301.97628736496,239.355225563049,288.417892456055,284.692668914795,284.115114212036,278.916757106781,292.61846780777,286.187753677368,266.514265537262,293.602066040039,284.447815418243,249.330253601074,274.095325469971,39.7337266802788,135.408157110214,301.92414522171,266.829843521118,227.941310405731,295.932455062866,306.353695392609,280.330131053925,268.829569816589,269.484071731567,279.602394104004,214.979245662689,269.57462310791,260.506761074066,273.214058876038,231.244204044342,79.0767413377762,258.811004161835,278.869442939758,264.713108539581,265.382266044617,276.791052818298,283.234405517578,270.945897102356,258.572866916656,281.505153179169,261.118240356445,171.311455965042,241.351389884949,289.055206775665,259.051523208618,285.963006019592,288.30352306366,285.792739391327,289.268560409546,282.538340091705,281.927096843719,205.852031707764,282.629427909851,196.405291557312
"STOK",293.090193271637,322.867584228516,255.052542686462,351.412317752838,304.967873096466,21.0027104616165,343.910222053528,279.049365520477,298.865933418274,297.721209526062,295.929622650146,273.988509178162,307.992889881134,291.730871200562,261.898548603058,38.1976175308228,350.331666469574,247.557678222656,319.439077377319,273.038942813873,59.608935713768,329.64462518692,269.342558383942,278.713252544403,1.89895536750555,27.1596622467041,264.213423728943,270.42720079422,43.1651464104652,6.37262620031834,264.857883453369,285.696823596954,348.871579170227,283.186898231506,286.234595775604,296.014788150787,60.7735133171082,287.258598804474,29.455252289772,13.7545649707317,289.338233470917,313.794872760773,291.345405578613,62.0644444227219,93.5347545146942,282.520487308502,285.839989185333,272.55095243454,299.697268009186,17.8439909219742,295.940115451813,74.7632074356079,307.377805709839,283.878993988037,269.696223735809,322.902281284332,64.4913876056671,273.856201171875,315.607767105103,278.644094467163,278.141191005707,291.307747364044,334.453783035278,275.864660739899,309.059722423553,280.981628894806,277.296960353851,279.888210296631,303.216454982758,298.090260028839,300.269136428833,286.77992105484,322.501516342163,311.359856128693,31.820906996727,325.565693378448,296.336352825165,260.541200637817,280.798616409302,271.905462741852,287.00389623642,307.018368244171,291.526765823364,279.031534194946,280.290756225586,274.088609218597,291.019592285156,56.9940823316574,42.8309458494186,118.278980255127,301.551532745361,293.187997341156,288.340344429016,285.328352451324,283.210501670837,326.525237560272,49.8477280139923,335.441522598267,277.399141788483,91.4551413059235,300.612459182739,267.568652629852,286.065638065338,313.226759433746,293.6576628685,278.166532516479,245.48995256424,249.662053585052,273.071665763855,295.276086330414,276.688656806946,339.210734367371,243.034250736237,288.854212760925,330.611336231232,279.499139785767,277.697296142578,291.579637527466,304.153661727905,263.87316942215,301.337513923645,284.196224212646,270.85146188736,304.198229312897,60.739454627037,133.45502614975,301.827435493469,58.5595536231995,320.16569852829,298.054511547089,320.087034702301,284.345719814301,261.50801897049,281.441595554352,276.688978672028,238.35077047348,253.858230113983,270.081174373627,275.946049690247,244.304802417755,55.8850318193436,280.233507156372,316.694812774658,256.371653079987,276.653444766998,286.216721534729,289.096577167511,264.50865983963,263.835554122925,286.859464645386,280.670599937439,59.8763144016266,24.7390222549438,326.583151817322,264.698367118835,300.723674297333,285.192160606384,293.841683864594,290.102427005768,278.872725963593,335.936164855957,254.596309661865,278.800928592682,61.2158578634262
"STON",49.7027063369751,79.8796498775482,53.4070193767548,70.89206635952,67.7931600809097,80.4102820158005,82.4308919906616,48.6895501613617,66.7916232347488,72.11929500103,58.7732291221619,41.5931332111359,82.2109723091125,72.607569694519,64.6415591239929,82.70004093647,69.2158305644989,68.1389129161835,71.2529522180557,47.0537352561951,87.7673453092575,81.86254799366,64.944149851799,71.172137260437,67.7556359767914,78.1750845909119,39.0856459736824,61.0888606309891,83.1647658348083,82.1532618999481,51.5276437997818,40.9055328369141,83.8138926029205,61.1848837137222,29.7498285770416,66.8504065275192,70.2878934144974,55.498418211937,77.6789563894272,62.0682746171951,70.4276043176651,61.5285658836365,75.8585143089294,72.0008754730225,77.1411144733429,31.7470845580101,64.799712896347,69.2498785257339,61.7774212360382,81.6821533441544,36.9347155094147,73.4809666872025,70.7464009523392,80.0445574522018,1.15903372876346,33.5069811344147,86.9729286432266,52.0023250579834,71.892192363739,67.0602947473526,67.5648075342178,65.2342414855957,75.5578869581223,40.2923852205276,56.896390914917,67.2345095872879,62.923212647438,43.7283754348755,70.3471165895462,55.9189027547836,65.6403601169586,74.0603989362717,77.9431807994843,69.5025855302811,68.4722954034805,62.1829551458359,76.987139582634,15.9531663358212,41.7574855685234,52.4345684051514,37.4516952037811,69.3194496631622,47.2846895456314,11.2191458791494,50.7028698921204,37.8195548057556,36.3252612948418,77.8616899251938,86.8081444501877,83.6821156740189,62.8732055425644,21.3392177224159,66.9263559579849,27.3616540431976,66.3769108057022,53.0744200944901,84.1651010513306,66.6070979833603,69.2367196083069,70.2786773443222,58.084529042244,31.3743460178375,33.8082146644592,60.8000028133392,70.7641088962555,18.2001534104347,22.126374989748,60.1790392398834,7.54776634275913,58.4095054864883,59.4777488708496,75.3402310609818,57.1056622266769,61.5168392658234,69.7191578149796,31.6326910257339,41.9966366887093,45.5835896730423,61.0273790359497,349.880304336548,69.2466276884079,68.1750530004501,75.7292532920837,58.526691198349,80.6509834527969,69.3042308092117,31.3215413689613,86.9536006450653,65.8066892623901,58.7067049741745,65.8586275577545,36.9369605183601,18.8600572943687,65.5104929208755,73.3762907981873,70.4457306861877,74.0727156400681,43.9731994271278,58.5722082853317,96.0765016078949,61.9848310947418,34.570190012455,70.9764647483826,52.6464253664017,47.2850328683853,58.5535669326782,50.4884648323059,52.1824944019318,32.7732172608376,38.4505820274353,60.9981054067612,67.972948551178,80.651176571846,70.2992820739746,28.6918714642525,84.1598975658417,65.6435465812683,67.9266160726547,57.0985382795334,56.3019919395447,76.4318954944611,60.915949344635,37.4239021539688,87.1741265058517
"STPT",66.7496681213379,89.0785270929337,142.083048820496,70.9107077121735,97.3747766017914,95.7614493370056,131.545668840408,295.816690921783,109.134718179703,68.6441659927368,55.9763073921204,358.788392543793,64.3040996789932,77.1998816728592,198.003180027008,78.9462679624557,77.4973118305206,186.744875907898,81.0544091463089,282.470126152039,111.857922077179,102.273691892624,138.001617193222,91.2605202198029,77.7165234088898,104.451870918274,255.268921852112,152.588285207748,110.999883413315,116.358861923218,200.301532745361,110.080025196075,74.4934684038162,87.5036090612411,23.1992572546005,50.4753059148788,95.4645824432373,48.6460340023041,96.0584342479706,107.99525141716,66.2212032079697,58.2733511924744,117.456829547882,102.03605890274,114.577746391296,17.866925150156,154.104398488998,119.20884847641,42.9307293891907,95.9784078598022,28.1615290045738,97.5438416004181,80.8321988582611,129.804346561432,289.727625846863,53.8615465164185,103.634934425354,199.344670772552,57.1424031257629,109.96595621109,117.566156387329,107.695648670197,75.1669549942017,292.984728813171,56.2237679958344,349.200439453125,130.862885713577,18.8612253963947,64.4149392843246,64.6153432130814,81.8425011634827,120.537947416306,75.035006403923,93.3558619022369,139.165341854095,89.7398954629898,103.593199253082,249.052076339722,89.1474598646164,158.433558940887,35.6665080785751,71.4990556240082,37.7989768981934,302.331819534302,31.3218203186989,322.030456066132,149.511448144913,109.334403276443,94.7764134407043,117.251876592636,54.1276377439499,3.5324565321207,71.6797077655792,352.829489707947,143.108403682709,55.4863911867142,85.3439909219742,82.1090161800385,124.559930562973,128.715337514877,96.0819733142853,295.224480628967,31.9483414292336,107.083439826965,123.452478647232,316.102452278137,222.570390701294,146.947138309479,221.712770462036,100.883320569992,145.909917354584,88.4749442338943,234.266924858093,119.69954252243,128.980801105499,223.097047805786,48.0765098333359,63.0761843919754,72.683926820755,264.871551990509,68.9203369617462,103.517636060715,145.655182600021,61.0287898778915,87.9222106933594,162.560470104218,45.0148272514343,114.652773141861,108.200944662094,47.9275345802307,59.0988278388977,14.6913626790047,256.275758743286,100.97726225853,117.827821969986,183.872165679932,140.460923910141,205.929837226868,89.4898492097855,187.692854404449,97.6524925231934,117.735403776169,116.171439886093,211.535654067993,293.034167289734,67.4530935287476,82.8569340705872,238.558824062347,243.300583362579,126.959488391876,118.881125450134,125.747323036194,104.623961448669,92.0343697071075,239.75337266922,96.7100930213928,92.7183759212494,73.9805120229721,59.5080041885376,9.60721805691719,107.748423814774,165.89543223381,217.392547130585,110.763280391693
"STRA",294.138014316559,321.633467674255,250.373675823212,348.738949298859,305.777342319489,16.1053146421909,334.607248306274,286.699304580688,294.159300327301,301.96272611618,298.714270591736,275.945727825165,310.819916725159,298.479588031769,260.360634326935,33.6905461549759,341.05450630188,247.115306854248,319.81707572937,279.134016036987,79.7044479846954,320.808484554291,279.17484998703,288.09675693512,348.195018768311,15.7466496527195,270.091280937195,274.062666893005,113.262809514999,315.718166828156,264.897086620331,285.673434734344,348.112664222717,286.414732933044,289.611024856567,301.508681774139,112.292954921722,291.861355304718,29.9134111404419,14.2470520734787,288.238077163696,318.365979194641,295.17600774765,49.620555639267,82.2431963682175,287.351596355438,293.265480995178,274.252030849457,302.868669033051,351.732852458954,296.837990283966,79.86771941185,311.848039627075,277.593097686768,276.942758560181,324.434058666229,86.6066461801529,283.470332622528,315.241162776947,290.882799625397,285.194520950317,297.056214809418,330.030455589294,283.209836483002,307.400014400482,286.957354545593,273.71297121048,287.782573699951,303.165900707245,302.072503566742,300.50746679306,293.735661506653,321.037223339081,306.025328636169,97.4615514278412,310.313858985901,294.054393768311,264.793274402618,287.812142372131,277.657685279846,291.46050453186,309.88755941391,295.118823051453,285.512909889221,284.117023944855,278.127694129944,290.474610328674,67.5291073322296,31.589121222496,128.118395805359,302.251138687134,296.856679916382,292.565982341766,289.498007297516,281.789746284485,321.815664768219,83.5684275627136,326.268947124481,271.266002655029,102.476134300232,302.599310874939,275.293028354645,291.369245052338,309.770314693451,298.471305370331,283.366134166718,248.018910884857,232.766647338867,276.62490606308,301.23468875885,280.715296268463,330.667448043823,247.715327739716,296.548376083374,333.997485637665,287.312114238739,280.664527416229,294.671709537506,302.621476650238,267.624313831329,301.186344623566,287.41824388504,279.399147033691,302.893409729004,58.6900001764297,131.095004081726,303.71101140976,64.1148269176483,271.893317699432,299.535799026489,316.941211223602,287.006170749664,268.430328369141,282.592070102692,287.552032470703,223.894093036652,261.358609199524,273.676643371582,279.754378795624,236.821546554565,63.6551553010941,273.384540081024,299.127244949341,264.352169036865,279.553771018982,288.283267021179,291.433403491974,268.785173892975,271.276366710663,290.414078235626,282.772099971771,141.544547080994,40.9252792596817,316.757018566132,272.061159610748,300.174508094788,295.008723735809,294.985527992249,295.234072208405,283.669288158417,312.831015586853,237.079081535339,284.1619348526,80.4190421104431
