"","N_1979","D_1979","J_1979","F_1979","N_1980","D_1980","J_1980","F_1980","N_1981","D_1981","J_1981","F_1981","N_1982","D_1982","J_1982","F_1982","N_1983","D_1983","J_1983","F_1983","N_1984","D_1984","J_1984","F_1984","N_1985","D_1985","J_1985","F_1985","N_1986","D_1986","J_1986","F_1986","N_1987","D_1987","J_1987","F_1987","N_1988","D_1988","J_1988","F_1988","N_1989","D_1989","J_1989","F_1989","N_1990","D_1990","J_1990","F_1990","N_1991","D_1991","J_1991","F_1991","N_1992","D_1992","J_1992","F_1992","N_1993","D_1993","J_1993","F_1993","N_1994","D_1994","J_1994","F_1994","N_1995","D_1995","J_1995","F_1995","N_1996","D_1996","J_1996","F_1996","N_1997","D_1997","J_1997","F_1997","N_1998","D_1998","J_1998","F_1998","N_1999","D_1999","J_1999","F_1999","N_2000","D_2000","J_2000","F_2000","N_2001","D_2001","J_2001","F_2001","N_2002","D_2002","J_2002","F_2002","N_2003","D_2003","J_2003","F_2003","N_2004","D_2004","J_2004","F_2004","N_2005","D_2005","J_2005","F_2005","N_2006","D_2006","J_2006","F_2006","N_2007","D_2007","J_2007","F_2007","N_2008","D_2008","J_2008","F_2008","N_2009","D_2009","J_2009","F_2009","N_2010","D_2010","J_2010","F_2010","N_2011","D_2011","J_2011","F_2011","N_2012","D_2012","J_2012","F_2012","N_2013","D_2013","J_2013","F_2013","N_2014","D_2014","J_2014","F_2014","N_2015","D_2015","J_2015","F_2015","N_2016","D_2016","J_2016","F_2016","N_2017","D_2017","J_2017","F_2017","N_2018","D_2018","J_2018","F_2018","N_2019","D_2019","J_2019","F_2019"
"BUSK",278.266975879669,277.379057407379,235.519452095032,349.174540042877,266.013915538788,310.988788604736,286.26472234726,273.668961524963,274.909901618958,297.988185882568,288.807649612427,262.276289463043,293.118839263916,287.368376255035,230.379202365875,28.2251080870628,314.179630279541,241.500391960144,304.96710062027,278.844680786133,208.395195007324,298.329920768738,271.369771957397,251.234300136566,312.468252182007,280.340945720673,261.601574420929,267.572450637817,226.846539974213,214.366929531097,258.793730735779,270.890214443207,312.168209552765,273.58761548996,283.017103672028,290.449440479279,141.570274829865,287.634279727936,283.049955368042,316.625354290009,244.222319126129,314.413411617279,282.796368598938,89.7879499197006,59.4705551862717,274.712061882019,293.295135498047,249.141232967377,299.966604709625,299.011008739471,281.961879730225,100.505290031433,295.552160739899,261.59996509552,273.624222278595,321.446678638458,118.591768741608,263.046126365662,297.747001647949,272.396585941315,263.460559844971,291.00839138031,295.457682609558,273.60310792923,295.795555114746,279.260637760162,268.648874759674,270.898969173431,310.287358760834,305.328512191772,292.172255516052,291.267364025116,309.527885913849,271.253235340118,204.581780433655,219.781086444855,282.064318656921,249.547169208527,281.639564037323,270.519704818726,288.459520339966,300.823645591736,288.369376659393,283.903970718384,283.068730831146,270.376603603363,270.934739112854,63.2182395458221,348.333785533905,143.080004453659,298.054876327515,294.992372989655,287.706978321075,288.611183166504,252.365806102753,303.903787136078,125.311260223389,308.159186840057,235.772352218628,102.009569406509,288.01038980484,267.338647842407,284.377520084381,308.118953704834,283.286290168762,279.25585269928,238.181962966919,215.652823448181,262.147800922394,293.594298362732,279.78978395462,295.443348884583,236.881906986237,285.241684913635,279.161782264709,280.900776386261,276.875402927399,289.826159477234,283.294293880463,265.012829303741,290.084273815155,281.6721367836,251.264426708221,271.748156547546,40.6499826908112,138.609298467636,300.224912166595,267.272493839264,227.903029918671,293.649744987488,303.216261863708,277.945818901062,266.82651758194,268.326194286346,273.75773191452,216.230399608612,267.006890773773,257.71556854248,271.837356090546,230.689029693604,85.1986366510391,257.228457927704,277.133903503418,262.457842826843,261.907625198364,273.947503566742,281.843540668488,268.668122291565,253.393414020538,279.591300487518,259.614572525024,175.350626707077,250.241260528564,284.814999103546,256.209411621094,282.386248111725,284.578320980072,283.038110733032,287.081251144409,280.144672393799,277.983133792877,205.907242298126,280.473146438599,200.510830879211
"BYER",311.296706199646,330.932557582855,266.152338981628,359.411973953247,311.519329547882,22.3152467608452,4.6252491697669,281.339328289032,316.73077583313,301.052405834198,298.614192008972,274.911832809448,312.951307296753,290.356185436249,260.083980560303,38.7836614251137,3.28384760767221,248.760294914246,326.656708717346,276.607246398926,49.2299723625183,339.768333435059,269.994099140167,287.149465084076,13.7641216814518,29.8162212967873,267.034120559692,271.980092525482,31.8979212641716,0.168803064152598,268.036773204803,288.784646987915,354.961009025574,287.721419334412,288.565757274628,301.19863986969,39.1681078076363,290.950520038605,24.291125535965,6.26325711607933,307.986345291138,317.541060447693,295.221626758575,32.9309874773026,81.3920938968658,286.958363056183,282.814693450928,274.652388095856,303.286793231964,19.9970765411854,301.963455677032,62.4093014001846,315.725998878479,290.422596931458,271.366810798645,335.145878791809,61.0483431816101,277.025005817413,324.820125102997,278.156189918518,288.705596923828,297.678208351135,347.77065038681,277.224476337433,319.835014343262,281.142196655273,281.616325378418,283.680810928345,321.762042045593,302.089562416077,306.289000511169,292.389149665833,332.311277389526,318.660356998444,1.42492169514298,344.086196422577,302.529509067535,260.465798377991,280.663561820984,275.640985965729,289.45004940033,311.287479400635,294.811570644379,280.087423324585,282.997598648071,278.348557949066,298.544154167175,47.4313098192215,46.4268010854721,86.5938252210617,304.959869384766,294.986708164215,294.182238578796,286.603538990021,280.697057247162,337.239825725555,37.6883438229561,349.259340763092,272.910776138306,83.2374376058578,311.284153461456,268.147881031036,290.148196220398,342.016496658325,303.621554374695,280.000240802765,253.733646869659,269.308204650879,274.691805839539,305.578150749207,278.780586719513,353.198153972626,246.850004196167,280.803422927856,319.326810836792,279.472618103027,280.898609161377,296.915109157562,312.242259979248,264.727485179901,307.178828716278,290.423197746277,254.912338256836,307.604484558105,57.4500578641891,122.319760322571,306.501817703247,55.3965586423874,340.07333278656,302.39964723587,326.383187770844,288.411133289337,260.116381645203,282.022519111633,276.343746185303,249.847898483276,257.297143936157,270.324954986572,276.227788925171,251.292729377747,49.0140867233276,286.642506122589,339.473741054535,254.817452430725,282.756929397583,285.207438468933,293.309662342072,266.115303039551,262.916350364685,296.063389778137,284.121551513672,23.4343126416206,21.8174515664577,338.821449279785,263.704919815063,312.095854282379,286.904675960541,298.628225326538,291.912724971771,280.396564006805,346.911699771881,264.819388389587,284.554889202118,50.2324908971786
"BYEW",313.459103107452,328.333368301392,264.212822914124,359.620735645294,307.073664665222,22.1030652523041,0.6345752812922,279.93194103241,307.095379829407,299.999134540558,297.732067108154,271.331448554993,310.133829116821,287.38938331604,257.449557781219,38.0387422442436,2.54629058763385,246.638560295105,324.704554080963,276.874437332153,45.7861715555191,339.471144676208,268.656449317932,282.532546520233,14.2945821583271,26.7099845409393,265.59686422348,269.328074455261,30.9640565514565,1.05264365673065,266.981527805328,286.302831172943,355.427713394165,287.537634372711,288.880476951599,301.197953224182,38.6141163110733,290.713820457458,20.4631331562996,358.747880458832,310.399067401886,315.728015899658,294.611842632294,30.278685092926,84.7539854049683,286.247620582581,281.133141517639,273.189768791199,303.354041576385,17.0690055191517,302.345209121704,59.8140978813171,314.652471542358,290.162637233734,271.025183200836,336.280796527863,64.7884047031403,271.651918888092,326.411769390106,276.298727989197,287.648763656616,295.196499824524,348.976700305939,275.797047615051,321.259052753448,278.855795860291,280.409717559814,283.143253326416,321.259996891022,301.754887104034,306.148474216461,291.347937583923,332.325932979584,314.964573383331,0.0622923398623243,351.323118209839,297.776055335999,258.744120597839,278.998811244965,275.953516960144,288.641932010651,311.079876422882,294.603130817413,279.495384693146,283.556764125824,277.965624332428,298.312153816223,48.2281512022018,45.8473742008209,87.6699703931808,305.734555721283,295.671315193176,294.79335308075,285.910477638245,274.983587265015,338.049080371857,37.158819437027,347.892422676086,266.165020465851,83.7126016616821,312.181255817413,267.093858718872,290.019042491913,345.766332149506,303.226583003998,279.777166843414,251.98930978775,269.216086864471,272.297365665436,301.286594867706,277.860760688782,353.321299552917,244.519422054291,276.438245773315,299.068236351013,278.29776763916,280.616827011108,297.139985561371,312.717204093933,264.444093704224,307.60645866394,291.112439632416,246.461942195892,305.919156074524,55.8563536405563,131.361358165741,306.924104690552,54.4840121269226,337.129855155945,302.336690425873,326.720716953278,288.201341629028,259.416003227234,281.366772651672,274.50115442276,249.388275146484,252.504465579987,267.068710327148,275.536723136902,251.393644809723,47.7291905879974,286.629803180695,335.506646633148,253.607153892517,281.092350482941,283.489151000977,291.950576305389,264.436841011047,260.024929046631,295.179226398468,284.399471282959,25.4322364926338,21.3315787911415,338.726949691772,261.594815254211,312.638003826141,285.252091884613,298.40416431427,291.519041061401,280.66605091095,336.64813041687,264.569685459137,281.859827041626,47.0858788490295
"CARL",291.27429485321,323.413467407227,253.277006149292,350.473952293396,305.696811676025,20.2671025693417,346.260416507721,279.70330953598,299.036800861359,297.989709377289,295.936381816864,273.961172103882,308.066704273224,293.144288063049,262.744946479797,38.3331710100174,347.251996994019,247.796630859375,319.25945520401,272.97420501709,63.8698017597198,328.410637378693,270.003068447113,279.216949939728,359.224112033844,30.1105991005898,264.605412483215,270.36877155304,50.6189596652985,7.51319870352745,264.723665714264,285.385773181915,346.907000541687,283.384437561035,286.38016462326,296.124758720398,64.181946516037,287.575700283051,31.6869306564331,15.261997282505,288.31648349762,314.515528678894,291.305365562439,62.6054835319519,92.626633644104,282.723841667175,286.722929477692,272.719223499298,299.805264472961,18.22469830513,295.596749782562,76.2433844804764,307.183248996735,282.829391956329,270.032336711884,321.779873371124,66.5926140546799,274.409165382385,314.564688205719,280.465979576111,278.45653295517,292.496631145477,332.51079082489,276.60658121109,307.973964214325,281.912569999695,276.233947277069,280.235524177551,301.544516086578,298.176369667053,299.591116905212,286.611778736115,321.963744163513,311.921188831329,42.7041417360306,317.509002685547,296.234278678894,261.208148002625,281.365742683411,272.005927562714,287.429637908936,307.509105205536,291.579658985138,279.368505477905,280.355279445648,274.274475574493,289.743890762329,58.0926883220673,42.1945998072624,121.071299314499,301.247498989105,293.202481269836,288.277430534363,285.427916049957,284.417495727539,324.984855651855,52.0852535963058,334.658489227295,278.662633895874,93.8235211372375,299.365146160126,268.377821445465,286.215906143188,308.146312236786,293.839409351349,278.383362293243,245.164589881897,246.479687690735,273.504209518433,295.306470394135,276.724362373352,337.049925327301,243.096992969513,291.09922170639,335.47568321228,280.164821147919,277.636570930481,291.679308414459,303.697814941406,264.074785709381,300.98256111145,284.206824302673,273.492622375488,304.438083171844,61.1188262701035,133.954517841339,301.612064838409,62.3668795824051,312.31761932373,297.82740354538,319.197742938995,284.258601665497,262.217195034027,281.703035831451,278.011887073517,235.960986614227,252.980740070343,270.413639545441,276.387841701508,242.231111526489,56.6736871004105,279.462833404541,314.437851905823,256.844730377197,276.144468784332,286.640918254852,289.192063808441,264.695813655853,265.0745844841,286.32740020752,280.455551147461,77.5302922725677,25.6425565481186,325.693130493164,265.466637611389,299.826872348785,286.399669647217,293.725597858429,290.736672878265,278.977847099304,339.112651348114,252.553260326385,278.47962141037,65.0649833679199
"CARO",279.620633125305,307.918517589569,231.92361831665,349.713664054871,290.038719177246,7.06889748573303,315.949459075928,279.476673603058,269.387383460999,301.100428104401,293.558185100555,265.75492143631,301.275887489319,292.42213010788,236.306262016296,39.4388526678085,323.312873840332,234.152040481567,313.935635089874,273.449428081512,125.078938007355,306.107039451599,273.494639396667,260.850834846497,336.049118041992,340.943977832794,261.420364379883,267.000195980072,160.510103702545,200.260248184204,255.53591966629,276.08460187912,346.200377941132,277.473342418671,285.517222881317,294.912893772125,124.064848423004,287.991120815277,45.769579410553,19.6451653540134,257.970142364502,315.563714504242,286.165888309479,90.7828187942505,84.5521491765976,279.558341503143,293.342106342316,257.858583927155,299.753272533417,311.752574443817,289.569611549377,89.9159395694733,302.10569858551,262.653214931488,272.921011447906,318.859205245972,104.104653596878,271.673333644867,304.750785827637,285.955410003662,273.291606903076,283.78586769104,309.745917320251,274.094617366791,300.0111079216,281.541395187378,261.476368904114,279.433994293213,298.429892063141,299.566547870636,294.648535251617,287.50431060791,311.029171943665,286.410269737244,173.641362190247,258.236002922058,280.718986988068,255.229525566101,283.705337047577,272.17093706131,288.044679164886,307.494213581085,291.384801864624,281.93216085434,282.136716842651,271.298403739929,271.78991317749,80.7385039329529,22.0931853353977,141.455422639847,299.868757724762,295.520918369293,288.04126739502,287.919709682465,256.420662403107,314.055240154266,109.623384475708,316.295700073242,226.015141010284,116.626170873642,292.152321338654,269.917774200439,286.933987140656,294.774448871613,285.980966091156,279.469335079193,239.456977844238,219.89292383194,264.053907394409,285.463042259216,275.496854782104,314.306616783142,235.010583400726,285.794928073883,321.379086971283,283.594422340393,272.424695491791,290.41006565094,293.317322731018,264.558463096619,295.915374755859,279.959535598755,237.720987796783,280.938649177551,63.8568037748337,142.049360275269,301.047556400299,169.076339006424,214.303243160248,295.469655990601,310.461401939392,279.68193769455,265.423443317413,275.902554988861,281.069884300232,212.81530380249,248.041527271271,261.30672454834,273.242404460907,226.574671268463,75.6004214286804,252.072200775146,267.87948846817,263.8707447052,268.235685825348,280.870499610901,283.714520931244,263.215234279633,254.202818870544,273.65930557251,267.247838973999,149.691499471664,136.954600811005,296.374890804291,261.281082630157,288.663711547852,288.838977813721,287.387602329254,291.643559932709,282.001039981842,279.479548931122,213.688995838165,271.57149553299,135.671002864838
"CAST",313.459103107452,328.333368301392,264.212822914124,359.620735645294,307.073664665222,22.1030652523041,0.6345752812922,279.93194103241,307.095379829407,299.999134540558,297.732067108154,271.331448554993,310.133829116821,287.38938331604,257.449557781219,38.0387422442436,2.54629058763385,246.638560295105,324.704554080963,276.874437332153,45.7861715555191,339.471144676208,268.656449317932,282.532546520233,14.2945821583271,26.7099845409393,265.59686422348,269.328074455261,30.9640565514565,1.05264365673065,266.981527805328,286.302831172943,355.427713394165,287.537634372711,288.880476951599,301.197953224182,38.6141163110733,290.713820457458,20.4631331562996,358.747880458832,310.399067401886,315.728015899658,294.611842632294,30.278685092926,84.7539854049683,286.247620582581,281.133141517639,273.189768791199,303.354041576385,17.0690055191517,302.345209121704,59.8140978813171,314.652471542358,290.162637233734,271.025183200836,336.280796527863,64.7884047031403,271.651918888092,326.411769390106,276.298727989197,287.648763656616,295.196499824524,348.976700305939,275.797047615051,321.259052753448,278.855795860291,280.409717559814,283.143253326416,321.259996891022,301.754887104034,306.148474216461,291.347937583923,332.325932979584,314.964573383331,0.0622923398623243,351.323118209839,297.776055335999,258.744120597839,278.998811244965,275.953516960144,288.641932010651,311.079876422882,294.603130817413,279.495384693146,283.556764125824,277.965624332428,298.312153816223,48.2281512022018,45.8473742008209,87.6699703931808,305.734555721283,295.671315193176,294.79335308075,285.910477638245,274.983587265015,338.049080371857,37.158819437027,347.892422676086,266.165020465851,83.7126016616821,312.181255817413,267.093858718872,290.019042491913,345.766332149506,303.226583003998,279.777166843414,251.98930978775,269.216086864471,272.297365665436,301.286594867706,277.860760688782,353.321299552917,244.519422054291,276.438245773315,299.068236351013,278.29776763916,280.616827011108,297.139985561371,312.717204093933,264.444093704224,307.60645866394,291.112439632416,246.461942195892,305.919156074524,55.8563536405563,131.361358165741,306.924104690552,54.4840121269226,337.129855155945,302.336690425873,326.720716953278,288.201341629028,259.416003227234,281.366772651672,274.50115442276,249.388275146484,252.504465579987,267.068710327148,275.536723136902,251.393644809723,47.7291905879974,286.629803180695,335.506646633148,253.607153892517,281.092350482941,283.489151000977,291.950576305389,264.436841011047,260.024929046631,295.179226398468,284.399471282959,25.4322364926338,21.3315787911415,338.726949691772,261.594815254211,312.638003826141,285.252091884613,298.40416431427,291.519041061401,280.66605091095,336.64813041687,264.569685459137,281.859827041626,47.0858788490295
"CASY",270.807795524597,289.111576080322,228.071944713593,325.273032188416,272.172524929047,172.239543199539,165.95658659935,283.948023319244,247.132258415222,304.595518112183,288.5067486763,262.209320068359,294.576137065887,296.051073074341,237.081849575043,64.230569601059,288.496406078339,234.291172027588,301.127893924713,275.348110198975,160.24233341217,276.662971973419,257.02317237854,246.600987911224,297.96117067337,169.973806142807,270.312938690186,261.666655540466,176.7660176754,188.20764541626,251.508057117462,273.822727203369,294.95374917984,276.688678264618,284.162127971649,295.290141105652,194.773457050323,290.721287727356,121.994869709015,259.96922492981,268.669559955597,307.518246173859,278.530669212341,169.789935350418,95.6299781799316,280.570006370544,291.417310237885,240.908160209656,296.90749168396,202.843837738037,286.559572219849,107.952378988266,296.843976974487,247.973935604095,280.285456180573,304.268288612366,123.551656007767,268.799915313721,293.682253360748,275.005431175232,262.887103557587,260.078186988831,291.098599433899,280.54545879364,291.152973175049,288.083775043488,248.192675113678,275.64019203186,293.806686401367,295.87112903595,286.619546413422,288.793122768402,308.557441234589,261.295158863068,180.761811733246,271.954922676086,266.379039287567,262.264852523804,286.097459793091,269.838938713074,291.49603843689,307.684972286224,291.452286243439,287.442448139191,285.691931247711,283.2159948349,261.753880977631,125.286551713943,80.602907538414,160.346821546555,295.990777015686,294.553306102753,285.029983520508,291.124863624573,244.713056087494,302.160265445709,134.139697551727,295.6662940979,210.520491600037,162.299877405167,282.691419124603,277.639360427856,286.593904495239,261.256062984467,256.157119274139,282.588722705841,243.537883758545,227.487094402313,267.771685123444,265.627698898315,277.729461193085,257.017486095428,219.231684207916,240.529432296753,190.987100601196,286.216871738434,275.02019405365,289.194509983063,278.044052124023,273.049628734589,292.238430976868,235.467009544373,224.532008171082,275.137331485748,102.14292883873,155.824348926544,295.887308120728,152.528675794601,212.937977313995,293.333179950714,297.452323436737,281.575362682343,273.355443477631,267.322189807892,228.841202259064,217.587189674377,209.759151935577,261.315693855286,270.916392803192,209.359288215637,74.9627101421356,250.691764354706,218.300700187683,256.916613578796,272.345752716064,282.508857250214,274.103758335114,261.966376304626,265.614953041077,258.617799282074,259.980919361115,176.992975473404,200.390603542328,272.022128105164,262.24841594696,272.867646217346,271.623895168304,284.12629365921,286.197109222412,284.114856719971,149.97138261795,211.470701694489,263.042650222778,165.636813640594
"CCMP",278.808031082153,277.583076953888,238.253974914551,349.144585132599,265.063705444336,301.525955200195,282.924320697784,275.924484729767,275.853180885315,298.748602867126,288.616847991943,262.501788139343,293.365259170532,288.90650510788,230.666091442108,26.8792507052422,318.283839225769,242.254414558411,304.650793075562,279.631962776184,199.539570808411,297.227339744568,270.713338851929,252.387993335724,310.394067764282,278.437929153442,263.555810451508,267.063002586365,221.768388748169,216.705601215363,258.47802400589,270.758764743805,314.133560657501,274.824821949005,282.991011142731,291.129047870636,142.761926651001,288.569297790527,266.74197435379,322.64820098877,246.154088973999,313.328211307526,282.700581550598,89.6276021003723,57.3276847600937,275.425679683685,293.852348327637,249.609246253967,300.300207138062,295.335395336151,281.399431228638,106.339641809464,295.998501777649,261.375775337219,275.229642391205,319.053332805634,112.445658445358,263.98768901825,296.994566917419,272.280006408691,262.419347763062,296.911418437958,295.495126247406,275.691497325897,295.838685035706,281.553518772125,268.723139762878,270.361368656158,316.901278495789,305.495989322662,291.627917289734,292.839245796204,309.597923755646,270.091645717621,205.138070583344,239.331879615784,283.971605300903,250.70405960083,282.994101047516,271.162362098694,289.753890037537,302.445030212402,289.122111797333,285.384979248047,283.269166946411,272.098410129547,268.77783536911,58.8884192705154,346.409161090851,143.502495288849,297.511353492737,295.385842323303,288.906848430634,289.511911869049,251.520202159882,304.170849323273,125.729105472565,309.883718490601,233.722865581512,119.33531999588,289.232232570648,269.456927776337,284.982304573059,303.052926063538,282.630500793457,280.519044399261,240.922923088074,216.528875827789,263.489592075348,292.036814689636,280.260715484619,295.495297908783,237.305352687836,284.494657516479,275.689888000488,282.189524173737,277.788534164429,291.029226779938,281.325852870941,265.472903251648,291.359589099884,281.301412582397,247.776675224304,271.463584899902,37.6519596576691,134.567402601242,300.43890953064,262.366561889648,228.030917644501,294.538865089417,302.933878898621,278.37259054184,266.833791732788,266.85690164566,274.17115688324,216.469759941101,268.51304769516,259.02126789093,271.639688014984,229.649147987366,79.2643994092941,256.191709041595,277.142078876495,261.921143531799,263.185794353485,273.629050254822,281.341409683228,269.548423290253,256.056246757507,278.002488613129,257.512772083282,174.76979970932,241.140782833099,284.554224014282,256.556725502014,282.296340465546,283.927466869354,283.379051685333,286.986858844757,281.044113636017,274.999701976776,206.331460475922,281.173138618469,206.130659580231
"CCOE",309.317643642426,332.840659618378,264.674677848816,2.44160866364837,305.737130641937,23.3930012583733,30.2835640311241,278.261590003967,309.824795722961,300.027694702148,297.199037075043,271.186845302582,308.878018856049,285.79074382782,257.32724905014,42.1881517767906,0.178529256954789,246.997439861298,327.285075187683,273.997049331665,53.6751437187195,340.06826877594,267.149112224579,281.510066986084,15.9023720026016,38.10382604599,264.770486354828,268.128354549408,42.1467062830925,3.95039096474648,264.942297935486,283.815758228302,351.699206829071,285.394077301025,287.637455463409,299.280560016632,28.3297437429428,289.876177310944,25.6703844666481,358.721508979797,307.084608078003,316.008961200714,292.089128494263,19.8727132380009,82.9278999567032,285.949788093567,278.593711853027,270.556032657623,302.554035186768,21.2594582140446,301.667296886444,56.1549854278564,315.026435852051,288.489625453949,269.937064647675,335.226109027863,69.0352159738541,269.286403656006,326.143612861633,275.746622085571,287.939150333405,297.461206912994,348.61097574234,274.658546447754,321.565790176392,278.605535030365,279.280722141266,281.839592456818,319.407877922058,300.616042613983,304.680705070496,288.574469089508,333.784925937653,320.416023731232,339.151060581207,337.594521045685,297.460799217224,258.279669284821,277.810678482056,273.435008525848,288.066844940186,312.315452098846,293.788211345673,277.881510257721,282.300224304199,276.194529533386,288.23011636734,44.9992570281029,49.6946918964386,86.1414277553558,304.236810207367,293.780100345612,294.156832695007,284.577655792236,271.351296901703,338.951053619385,36.7534893751144,354.963433742523,262.870538234711,84.3275141716003,309.839451313019,266.336145401001,288.223185539246,332.229974269867,296.783037185669,278.412888050079,252.863688468933,266.422941684723,270.430011749268,301.430060863495,276.139211654663,354.264063835144,244.831480979919,271.017308235168,304.142868518829,276.204507350922,278.673470020294,296.511468887329,312.43537902832,263.622264862061,306.26106262207,286.603775024414,230.754582881927,304.865090847015,58.0384111404419,132.316406965256,306.591897010803,63.0118811130524,333.628821372986,302.523458003998,325.249557495117,287.605891227722,258.030524253845,280.499861240387,272.705726623535,247.990264892578,248.492460250854,265.943899154663,274.866106510162,245.191090106964,47.4028569459915,285.225591659546,342.949347496033,251.68888092041,279.938442707062,282.950541973114,292.421379089355,262.469987869263,260.273945331573,290.048267841339,280.108966827393,15.1743078231812,24.259966313839,343.838467597961,261.221923828125,312.556636333466,282.024257183075,298.424205780029,291.231679916382,278.836569786072,349.766685962677,262.391002178192,277.315542697906,53.9120042324066
"CECI",291.27429485321,323.413467407227,253.277006149292,350.473952293396,305.696811676025,20.2671025693417,346.260416507721,279.70330953598,299.036800861359,297.989709377289,295.936381816864,273.961172103882,308.066704273224,293.144288063049,262.744946479797,38.3331710100174,347.251996994019,247.796630859375,319.25945520401,272.97420501709,63.8698017597198,328.410637378693,270.003068447113,279.216949939728,359.224112033844,30.1105991005898,264.605412483215,270.36877155304,50.6189596652985,7.51319870352745,264.723665714264,285.385773181915,346.907000541687,283.384437561035,286.38016462326,296.124758720398,64.181946516037,287.575700283051,31.6869306564331,15.261997282505,288.31648349762,314.515528678894,291.305365562439,62.6054835319519,92.626633644104,282.723841667175,286.722929477692,272.719223499298,299.805264472961,18.22469830513,295.596749782562,76.2433844804764,307.183248996735,282.829391956329,270.032336711884,321.779873371124,66.5926140546799,274.409165382385,314.564688205719,280.465979576111,278.45653295517,292.496631145477,332.51079082489,276.60658121109,307.973964214325,281.912569999695,276.233947277069,280.235524177551,301.544516086578,298.176369667053,299.591116905212,286.611778736115,321.963744163513,311.921188831329,42.7041417360306,317.509002685547,296.234278678894,261.208148002625,281.365742683411,272.005927562714,287.429637908936,307.509105205536,291.579658985138,279.368505477905,280.355279445648,274.274475574493,289.743890762329,58.0926883220673,42.1945998072624,121.071299314499,301.247498989105,293.202481269836,288.277430534363,285.427916049957,284.417495727539,324.984855651855,52.0852535963058,334.658489227295,278.662633895874,93.8235211372375,299.365146160126,268.377821445465,286.215906143188,308.146312236786,293.839409351349,278.383362293243,245.164589881897,246.479687690735,273.504209518433,295.306470394135,276.724362373352,337.049925327301,243.096992969513,291.09922170639,335.47568321228,280.164821147919,277.636570930481,291.679308414459,303.697814941406,264.074785709381,300.98256111145,284.206824302673,273.492622375488,304.438083171844,61.1188262701035,133.954517841339,301.612064838409,62.3668795824051,312.31761932373,297.82740354538,319.197742938995,284.258601665497,262.217195034027,281.703035831451,278.011887073517,235.960986614227,252.980740070343,270.413639545441,276.387841701508,242.231111526489,56.6736871004105,279.462833404541,314.437851905823,256.844730377197,276.144468784332,286.640918254852,289.192063808441,264.695813655853,265.0745844841,286.32740020752,280.455551147461,77.5302922725677,25.6425565481186,325.693130493164,265.466637611389,299.826872348785,286.399669647217,293.725597858429,290.736672878265,278.977847099304,339.112651348114,252.553260326385,278.47962141037,65.0649833679199
"CHAB",289.248218536377,318.495583534241,246.578457355499,347.767195701599,300.54098367691,16.5107224881649,333.084311485291,284.85321521759,285.860459804535,300.417494773865,297.268581390381,273.719301223755,306.959638595581,295.941531658173,256.183254718781,35.1139730215073,337.454745769501,244.580984115601,318.264870643616,277.323009967804,90.9241926670074,315.731921195984,278.100614547729,282.997813224792,344.53378200531,20.1730978488922,269.141414165497,272.357425689697,131.79158449173,228.332526683807,262.460567951202,282.886533737183,346.098711490631,283.76177072525,288.154799938202,298.840205669403,117.385643720627,290.164310932159,34.8755192756653,16.5559767186642,281.680955886841,316.419961452484,291.648967266083,54.5803034305573,82.1676009893417,285.410342216492,292.153265476227,270.445053577423,300.834310054779,345.346920490265,294.219424724579,82.3075479269028,309.002666473389,272.984354496002,276.267249584198,321.516609191895,92.4712586402893,280.70351600647,312.238397598267,288.653390407562,282.623333930969,293.047277927399,325.695984363556,280.761601924896,304.052982330322,285.238230228424,270.609719753265,286.17217540741,299.202840328217,299.498226642609,298.138346672058,290.925822257996,317.495419979095,301.150853633881,144.271516799927,294.549186229706,288.869404792786,263.576281070709,286.401751041412,275.205481052399,289.218564033508,308.080501556396,293.769929409027,283.875775337219,282.350971698761,276.138417720795,284.552056789398,72.3055100440979,34.2621731758118,130.563368797302,300.366683006287,295.525896549225,290.090303421021,288.09999704361,277.616872787476,319.431223869324,91.7522013187408,323.104391098022,258.981142044067,106.613795757294,299.041478633881,274.373717308044,289.821310043335,303.758325576782,292.520170211792,282.37991809845,247.794528007507,230.853824615479,273.128399848938,296.368517875671,278.383405208588,326.861479282379,246.541635990143,290.281898975372,333.237969875336,285.814068317413,278.38849067688,292.469100952148,299.983127117157,266.834435462952,297.749061584473,282.826581001282,261.749396324158,298.079509735107,61.0411870479584,132.567386627197,302.061839103699,89.0480089187622,247.648208141327,297.434234619141,314.375925064087,284.860210418701,267.315065860748,280.375578403473,285.338394641876,222.047574520111,258.49858045578,271.661961078644,277.314684391022,233.785264492035,66.7453014850616,268.04018497467,290.012047290802,263.372755050659,277.33127117157,285.597496032715,289.323084354401,267.038326263428,267.595345973969,285.978627204895,278.585278987885,146.965087652206,68.0691164731979,312.158124446869,270.052163600922,296.598179340363,292.440733909607,292.615206241608,293.660173416138,282.329063415527,303.086249828339,233.223652839661,280.989525318146,93.8840103149414
