Code,Site,Reg,Lat,Lon,PopEstADPE,PopEstCHPE,PopEstGEPE,PopEstPygo,PopEstANSH,Comments
DUND,Dundee Island,Northeast Antarctic Peninsula,-63.483,-55.966,0,0,40,40,0,
DUPE,Duperré Bay,Central-west Antarctic Peninsula,-64.461389,-62.657222,0,0,0,0,22,
DURO,Duroch Islands,Northwest Antarctic Peninsula,-63.3033,-57.8903,800,9400,0,10200,30,
DURV,d'Urville Monument,Northeast Antarctic Peninsula,-63.4267,-56.2944,18392.93649,0,1041.713318,19434.64981,0,
DUPT,Duthiers Point,Central-west Antarctic Peninsula,-64.8049,-62.8179,0,22.40209052,368.1512954,390.5533859,80,
DUTH,Duthoit Point,South Shetland Islands,-62.307,-58.835,1,0,0,1,41,
EADI,Eadie Island,Elephant Island,-61.482,-55.929,0,5150,0,5150,0,
EARL,Earle Island,Northeast Antarctic Peninsula,-63.4833,-54.7833,18363.01262,0,847,19210.01262,156,
EGAR,East 2-3 km of Cape Garry,South Shetland Islands,-63.3555,-62.2131,0,4000,0,4000,0,
ECAP,East Cape,South Orkney Islands,-60.633,-45.201,0,1800,0,1800,0,
ECKE,Eckener Point,Central-west Antarctic Peninsula,-64.4309,-61.6042,0,39.99224409,0,39.99224409,62,
EDEN,Eden Rocks,Northeast Antarctic Peninsula,-63.4946,-55.7018,42065.99072,0,0,42065.99072,0,
EDWA,Edwards Point,South Shetland Islands,-62.4629,-59.4984,0,26.66666667,0,26.66666667,0,
EIP0,Elephant Island (north coast point 0),Elephant Island,-61.077,-55.145,0,250,0,250,0,
EIP1,Elephant Island (north coast point 1),Elephant Island,-61.091,-55.113,0,1500,0,1500,0,
EIP2,Elephant Island (north coast point 2),Elephant Island,-61.093,-55.087,0,1000,0,1000,0,
EIP3,Elephant Island (north coast point 3),Elephant Island,-61.092,-55.074,0,450,0,450,0,
EIP4,Elephant Island (north coast point 4),Elephant Island,-61.094,-55.067,0,50,0,50,0,
EIP5,Elephant Island (north coast point 5),Elephant Island,-61.094,-55.057,0,20,0,20,0,
ELPT,Elephant Point,South Shetland Islands,-62.6924,-60.8573,0,1000,400,1400,0,
ELEP,Elephant Rocks,Central-west Antarctic Peninsula,-64.7695,-64.0735,0,0,0,0,0,
ELLI,Ellium Island,South Orkney Islands,-60.694,-44.871,0,21400,0,21400,0,
EMER,Emerald Cove,South Shetland Islands,-61.906208,-57.682158,0,0,0,0,0,
EMPE,Emperor Island,Southwest Antarctic Peninsula,-67.8647,-68.71,1485.893597,1.101237729,0,1486.994834,810,
ENTE,Enterprise Island,Central-west Antarctic Peninsula,-64.538484,-61.99966,0,0,0,0,5,
ENTR,Entrance Point,South Shetland Islands,-62.9981,-60.5533,0,656.4503215,0,656.4503215,0,
ENTW,Entrance Point West,South Shetland Islands,-63.008,-60.562,0,736.412243,0,736.412243,0,
MELCe,Eta Island (Melchior group),Central-west Antarctic Peninsula,-64.2986,-62.8805,0,0,0,0,75,Using modified 4-letter code
ETNA,Etna Island,Northeast Antarctic Peninsula,-63.0948,-55.179,256.3434916,0,0,256.3434916,0,
EXTE,Extension Reef,Southwest Antarctic Peninsula,-65.9675,-66.121944,0,0,0,0,60,
FARI,False Ridge,Elephant Island,-61.283,-54.052,0,5000,0,5000,0,
FRPT,False Round Point,South Shetland Islands,-61.8983,-57.9893,0,49410,0,49410,0,
FARE,Farewell Rock,Central-west Antarctic Peninsula,-63.8678,-61.0183,0,96.28935349,0,96.28935349,0,
FERG,Ferguslie Peninsula,South Orkney Islands,-60.693,-44.567,0,7420,0,7420,0,
FERR,Ferrier Peninsula,South Orkney Islands,-60.715,-44.425,35858,14200,0,50058,0,
FILD,Fildes Peninsula (northwest side),South Shetland Islands,-62.173,-58.97,0,100,0,100,0,
FISH,Fish Islands,Southwest Antarctic Peninsula,-66.0275,-65.3611,894.4010567,0,0,894.4010567,78,
FITC,Fitchie Bay,South Orkney Islands,-60.714,-44.494,0,1200,0,1200,19,
FIZK,Fizkin Island (islet northeast of Fizkin Island),Southwest Antarctic Peninsula,-65.514,-65.48,103.9861749,0,0,103.9861749,40,
FLEM,Fleming Point,Central-west Antarctic Peninsula,-64.3319,-62.5889,0,0,0,0,35,
FLIE,Fliess Bay,Northeast Antarctic Peninsula,-63.2045,-55.2412,91.568045,0,0,91.568045,0,
FLOR,Florence Rock,South Orkney Islands,-60.768,-44.622,0,500,0,500,0,
FORT,Fort Point (Greenwich Island),South Shetland Islands,-62.542,-59.58,0,914.7412892,916.9430612,1831.68435,1,
FRED,Fredriksen Island,South Orkney Islands,-60.7326,-44.9901,0,40820,0,40820,0,
FURS,Fur Seal Point,Elephant Island,-61.218,-54.043,0,70450,0,70450,0,
FYRC,Fyr Channel,South Orkney Islands,-60.729,-45.673,0,780,0,780,0,
GALE,Galindez Island East,Central-west Antarctic Peninsula,-65.2476,-64.2399,0,0,476.0864368,476.0864368,0,
GALS,Galindez Island South,Central-west Antarctic Peninsula,-65.252,-64.246,0,0,71.6794807,71.6794807,0,
GAMP,Gam Point Area,South Shetland Islands,-61.9227,-57.9546,0,90,0,90,0,
GAST,Gaston Islands,Central-west Antarctic Peninsula,-64.4848,-61.827,0,233.755768,0,233.755768,43,
GEOR,Georges Point (Ronge Island),Central-west Antarctic Peninsula,-64.6694,-62.6696,0,203.6368975,3598.940501,3802.577399,0,
GRIB,Georges Rib,Elephant Island,-61.157,-54.973,0,280,500,780,0,
GERD,Gerd Island,South Orkney Islands,-60.6574,-45.7437,971.5490769,20,0,991.5490769,0,
GERL,Gerlache Island,Central-west Antarctic Peninsula,-64.601,-64.214,171,1000,1023,2194,154,"Combined two shag locations called: ""Islet SE of Gerlache Island"" 1 and 2"
GIBA,Gibbon Bay,South Orkney Islands,-60.649,-45.214,0,60,0,60,0,
GIBB,Gibbs Island,Elephant Island,-61.471,-55.6385,0,53333.33333,0,53333.33333,0,
GING,Ginger Island,Southwest Antarctic Peninsula,-67.7494,-68.6858,2868.841914,0,0,2868.841914,504,
GIRD,Girdler Island,Southwest Antarctic Peninsula,-66.0108,-65.6506,0,0,0,0,23,
GLAN,Glandaz Point,Central-west Antarctic Peninsula,-65.0911,-63.9591,0,0,216.7510989,216.7510989,0,
GOLF,Golfcourse Point,Elephant Island,-61.128,-55.473,0,390,0,390,0,
GOSL,Gosling Islands,South Orkney Islands,-60.6406,-45.9178,5682,9764,874,16320,0,
GOWC,Gosling Islands (west coast),South Orkney Islands,-60.64,-45.908,0,1000,0,1000,0,
GOUR,Gourdin Island,Northwest Antarctic Peninsula,-63.1969,-57.3074,7279.571217,4792,1079.040997,13150.61221,0,
GOPT,Gourlay Point,South Orkney Islands,-60.7309,-45.5863,3628.912238,13063,0,16691.91224,0,
GRAP,Graptolite Island,South Orkney Islands,-60.7159,-44.4621,16300,0,0,16300,0,
GREI,Green Island,Central-west Antarctic Peninsula,-65.3236,-64.1487,0,0,0,0,89,
GREY,Grey Island,South Orkney Islands,-60.7487,-45.0149,0,2350,0,2350,144,
GRIN,Grinder Rock,Central-west Antarctic Peninsula,-63.966,-61.4256,0,120,0,120,110,
GUEB,Guébriant Islands,Southwest Antarctic Peninsula,-67.8017,-68.4053,0,0,0,0,0,
HALF,Half Moon Island,South Shetland Islands,-62.596,-59.918,0,2032.971427,0,2032.971427,13,
HPNE,Hall Peninsula (northeast),South Shetland Islands,-62.769,-61.241,0,2000,0,2000,0,
HPSW,Hall Peninsula (southwest),South Shetland Islands,-62.775,-61.244,0,1091.727207,0,1091.727207,0,
HANN,Hannah Point,South Shetland Islands,-62.6545,-60.6134,0,740.1906753,2852.641486,3592.832161,3,
HARM,Harmony Point,South Shetland Islands,-62.3064,-59.2425,0,89685,3347,93032,38,
HARE,Harmony Point (east),South Shetland Islands,-62.304,-59.229,0,1166.666667,0,1166.666667,0,
HENN,Hennequin Point,South Shetland Islands,-62.124,-58.396,0,0,0,0,0,
HERO,Heroina Island,Northeast Antarctic Peninsula,-63.3944,-54.6083,253543.1047,27,214.5866263,253784.6913,0,
HEYW,Heywood Island,South Shetland Islands,-62.3174,-59.6854,0,23000,0,23000,0,
HOLD,Holdfast Point (mainland and offshore rocks),Southwest Antarctic Peninsula,-66.7917,-66.5867,447.1774037,0,0,447.1774037,62,
HOMB,Hombron Rocks,Northwest Antarctic Peninsula,-63.466,-58.7,0,0,0,0,30,
HOPE,Hope Bay,Northeast Antarctic Peninsula,-63.3972,-56.9978,47164.4549,0,561.3796622,47725.83457,0,
HOVG,Hovgaard Island,Central-west Antarctic Peninsula,-65.1311,-64.1264,0,0,578.5441548,578.5441548,0,
HUMB,Humble Island,Central-west Antarctic Peninsula,-64.7647,-64.0875,579.7994038,0.361857114,0,580.1612609,0,
HUMP,Humphries Heights,Central-west Antarctic Peninsula,-65.0557,-63.8637,0,0,65.43242325,65.43242325,0,
HUNT,Hunt Island,Central-west Antarctic Peninsula,-64.333,-62.117,0,400,0,400,20,
HURE,Hurd Peninsula (east),South Shetland Islands,-62.695,-60.379,0,0,100,100,0,
HURW,Hurd Peninsula (west),South Shetland Islands,-62.674,-60.406,0,0,24.23082529,24.23082529,0,
HUTB,Hut Bluff,Elephant Island,-61.219,-55.14,0,10810,120,10930,0,
HYDR,Hydrurga Rocks,Central-west Antarctic Peninsula,-64.1454,-61.6259,0,643.5236707,0,643.5236707,17.64705882,
INAC,Inaccessible Island,South Orkney Islands,-60.5667,-46.7333,0,1000,0,1000,100,
INTE,Intercurrence Island,Central-west Antarctic Peninsula,-63.933,-61.416,0,500,0,500,0,
SGUE,Island south of Guesalaga Island,Central-west Antarctic Peninsula,-64.282,-61.999,0,0,0,0,0,
LOWS,Islands SW of Low Island,South Shetland Islands,-63.3242,-62.2932,0,0,0,0,33.33333333,
IOLB,Isles of Litwin Bay,South Shetland Islands,-61.99,-58.569,0,12630,0,12630,0,
LAVO,Islet 1 km west of Lavosier Island,Southwest Antarctic Peninsula,-66.122,-66.829,16.39841861,0,0,16.39841861,12,
GUEE,Islet E of Guepratte Island,Central-west Antarctic Peninsula,-64.492778,-62.955,0,0,0,0,220,
JAGN,Islet N of Jagged Island,Southwest Antarctic Peninsula,-65.96,-65.6619,0,0,0,0,70,
MEUN,Islet N of Meusnier Point,Central-west Antarctic Peninsula,-64.5192,-61.6031,0,0,0,0,70,
LAKT,Islet next to Laktionov Island,Southwest Antarctic Peninsula,-65.758531,-65.789737,35.70384732,0,0,35.70384732,60,
HENS,Islet SE of Hennessy Islands,Southwest Antarctic Peninsula,-65.9008,-65.6789,0,0,0,0,53,
LEPP,Islet south of Le Petit Prince,South Shetland Islands,-61.911,-58.021,0,230,0,230,0,
RORE,Islets E of Roget Rocks,Central-west Antarctic Peninsula,-64.332778,-61.139167,0,0,0,0,50,
ROQN,Islets N of Cape Roquemaurel,Northwest Antarctic Peninsula,-63.5361,-58.9664,0,0,0,0,53,
DODN,Islets N of Dodman Island,Southwest Antarctic Peninsula,-65.91667,-65.78333,0,0,0,0,183,
JACO,Jacobs Ladder,Elephant Island,-61.152,-54.737,0,6000,0,6000,0,
JACP,Jacques Peak,Central-west Antarctic Peninsula,-64.5152,-61.8342,0,14.36237707,0,14.36237707,50,
JADE,Jade Point,Northeast Antarctic Peninsula,-63.6028,-57.5935,0,0,1,1,0,
JPTS,Jameson Point (south),South Shetland Islands,-63.3079,-62.2524,0,1000,0,1000,0,
JPTV,Jameson Point (vicinity),South Shetland Islands,-63.296,-62.2583,0,36666.66667,0,36666.66667,0,
JPTI,Jameson Point Islands,South Shetland Islands,-63.2944,-62.2622,0,1833.333333,0,1833.333333,0,
JAQU,Jaquinot Rocks,Northwest Antarctic Peninsula,-63.441,-58.421,0,35,0,35,0,
JENN,Jenny Island,Southwest Antarctic Peninsula,-67.733,-68.383,0,0,0,0,1,
JING,Jingle Island,Southwest Antarctic Peninsula,-65.4303,-65.3253,538.4122088,1.94329448,0,540.3555033,7,
JOHN,Johnson's Dock,South Shetland Islands,-62.6604,-60.3675,0,0,66,66,0,
JONA,Jonassen Island,Northeast Antarctic Peninsula,-63.5425,-56.6834,0,0,52.78343952,52.78343952,0,
JORG,Jorge Island,South Shetland Islands,-62.3798,-59.7607,0,3733,0,3733,0,
JOUB,Joubin Islands,Central-west Antarctic Peninsula,-64.7744,-64.3992,1251,23,104,1378,250,
JOUG,Jougla Point,Central-west Antarctic Peninsula,-64.827,-63.4932,0,0,1210.778448,1210.778448,30,
JUAN,Juan Carlos I Station,South Shetland Islands,-62.65,-60.383,0,0,0,0,0,
KATR,Kater Rocks,Northwest Antarctic Peninsula,-63.7658,-59.8969,0,0,0,0,100,
KAYR,Kay Rock,Central-west Antarctic Peninsula,-64.126,-60.935,0,15.52084399,0,15.52084399,0,
KELL,Kellick Island,South Shetland Islands,-61.9186,-58.3928,0,26890,0,26890,0,
KETL,Ketley Point,Central-west Antarctic Peninsula,-64.7066,-62.7631,0,250,200,450,29,
KILL,Killingbeck Island,Southwest Antarctic Peninsula,-67.5714,-68.0733,0,0,0,0,30,
KING,King Point,Northeast Antarctic Peninsula,-63.16,-55.481,32.41867497,0,0,32.41867497,0,
KITC,Kitchen Point,South Shetland Islands,-62.387,-59.347,0,1666.666667,0,1666.666667,30,
KNOB,"Knobble Head, Bransfield Island",Northeast Antarctic Peninsula,-63.1619,-56.5694,100,0,800,900,0,
KUNO,Kuno Point,Southwest Antarctic Peninsula,-66.3978,-67.1603,231.1848515,0,0,231.1848515,0,
LGOO,Lagoon Island,Southwest Antarctic Peninsula,-67.593809,-68.239028,0,0,0,0,58,
LAGO,Lagotellerie Island,Southwest Antarctic Peninsula,-67.8869,-67.4017,7320.229342,0,0,7320.229342,270,
LAIR,Lair Point,South Shetland Islands,-62.615,-61.0353,0,33.33333333,0,33.33333333,0,
LAJA,Lajarte Island,Central-west Antarctic Peninsula,-64.2357,-63.4752,0,800,0,800,50,Combined the shag sites Lajarte Islands N and S
LARS,Larsen Island,South Orkney Islands,-60.5955,-46.0777,0,10000,0,10000,0,
LAUT,Lautaro Neck,Central-west Antarctic Peninsula,-64.8285,-63.1027,0,0,331.2981916,331.2981916,0,
LECO,Lecointe Island,Central-west Antarctic Peninsula,-64.270278,-62.064722,0,0,0,0,8,Unsure where on the island this is
LEIC,Leith Cove,Central-west Antarctic Peninsula,-64.8717,-62.8265,0,0,0,0,10,
LION,Lions Rump,South Shetland Islands,-62.1331,-58.1229,2487.674799,27.46483857,4359.086626,6874.226264,0,
LITC,Litchfield Island,Central-west Antarctic Peninsula,-64.7708,-64.0919,1.910458387,0,0,1.910458387,0,
LITW,Litwin Bay (southwest of Davey Point),South Shetland Islands,-61.987,-58.565,0,8500,0,8500,0,
LLAN,Llano Point,South Shetland Islands,-62.176,-58.446,2694.545739,2,7722.682591,10419.22833,0,
LOBO,Lobodon Island,Central-west Antarctic Peninsula,-64.086,-61.6009,0,10,0,10,0,
LOBR,Lobodon Rocks,Central-west Antarctic Peninsula,-64.0892,-61.6228,0,0,0,0,33,
LOUB,Loubat Point,Central-west Antarctic Peninsula,-65.0776,-63.9265,0,0,692.658652,692.658652,0,
MABE,Mabel Island,South Orkney Islands,-60.675,-44.701,0,400,0,400,0,
MPTE,Macaroni Point (east),South Shetland Islands,-62.8987,-60.543,0,765.3688195,0,765.3688195,0,
MPTW,Macaroni Point (west),South Shetland Islands,-62.8991,-60.5833,0,2106.454119,0,2106.454119,0,
MACO,Mackintosh Cove (east coast),South Orkney Islands,-60.6851,-44.4912,0,3800,0,3800,0,
MADD,Madder Cliff (Joinville Island),Northeast Antarctic Peninsula,-63.2989,-56.4831,42917.25829,0,560.73378,43477.99207,0,
MADI,Madder Cliff Island,Northeast Antarctic Peninsula,-63.306,-56.499,1011.093501,0,369.7016447,1380.795146,0,
MAIP,Maipo Island,Central-west Antarctic Peninsula,-64.4239,-62.2822,0,0,0,0,20,
MANS,Mansfield Point,South Orkney Islands,-60.65,-45.7333,0,20,0,20,0,
MRIE,Marie Island,Southwest Antarctic Peninsula,-66.1217,-65.7536,0,0,0,0,15,
MARI,Mariholm,South Orkney Islands,-60.746,-45.693,0,2766,0,2766,0,
MARR,Marr Bay (east coast),South Orkney Islands,-60.678,-44.527,0,11200,0,11200,0,
MRTI,Martin Islands,Southwest Antarctic Peninsula,-65.6329,-65.324,0,0,0,0,50,
MATH,Matthews Island,South Orkney Islands,-60.745,-45.155,0,14750,0,14750,0,
MLGE,McLeod Glacier (east),South Orkney Islands,-60.721,-45.625,0,585,0,585,0,
MLGW,McLeod Glacier (west),South Orkney Islands,-60.7,-45.6,0,1100.666667,0,1100.666667,0,
MEAD,Meade Islands,South Shetland Islands,-62.4489,-60.0608,0,0,0,0,26.66667,
MEGA,Megaptera Island,Central-west Antarctic Peninsula,-63.678,-60.806,0,900,0,900,0,
MEIE,Meier Point,South Orkney Islands,-60.636,-45.896,0,0,0,0,0,
METC,Metchnikoff Point,Central-west Antarctic Peninsula,-64.041,-62.5747,0,5000,0,5000,4,
METH,Methuen Cove,South Orkney Islands,-60.751,-44.576,0,2100,0,2100,0,
MICH,Michelsen Island,South Orkney Islands,-60.7324,-45.0233,0,3861,0,3861,0,
MIDA,Midas Island,Central-west Antarctic Peninsula,-64.1685,-61.1008,0,234.0212849,0,234.0212849,16,
MIER,Miers Bluff,South Shetland Islands,-62.7167,-60.4282,0,2041.162401,0,2041.162401,0,
MBNW,Miers Bluff (northwest),South Shetland Islands,-62.716,-60.431,0,53.33333333,0,53.33333333,0,
MBNE,Miers Bluff Cove (northeast),South Shetland Islands,-62.716,-60.431,0,133.3333333,0,133.3333333,0,
MIKK,Mikkelsen Harbor (Trinity Island),Central-west Antarctic Peninsula,-63.9022,-60.791,0,0,1285.690517,1285.690517,0,
MIPT,Mitchell Point,Central-west Antarctic Peninsula,-64.2158,-62.0488,0,0,0,0,0,
MOEI,Moe Island,South Orkney Islands,-60.734,-45.691,0,7748,0,7748,0,
MONR,Monroe Island,South Orkney Islands,-60.5997,-46.0568,0,0,0,0,0,
MOPT,Monroe Point,South Shetland Islands,-62.8112,-61.5162,0,1333.333333,0,1333.333333,0,
MORK,Montrol Rock,Northeast Antarctic Peninsula,-62.971111,-56.3725,0,0,0,0,20,
MONU,Monument Rocks,Central-west Antarctic Peninsula,-64.017,-60.9433,0,270,0,270,40,
MOOT,Moot Point,Central-west Antarctic Peninsula,-65.2062,-64.078,0,0,534.9608683,534.9608683,0,
MORE,Moreton Point,South Orkney Islands,-60.6122,-46.0308,0,23000,0,23000,0,
MPNC,Moreton Point North Coast,South Orkney Islands,-60.61,-46.024,0,1200,0,1200,0,
MOYE,Moyes,South Orkney Islands,-60.732,-45.66,0,2827.333333,0,2827.333333,0,
MUCK,Muckle Bluff,Elephant Island,-61.157,-54.86,0,3000,500,3500,0,
MURR,Murray Islands,South Orkney Islands,-60.773,-44.524,0,1100,0,1100,74,
NANC,Nancy Rock,South Shetland Islands,-62.23,-59.099,0,0,0,0,0,
CRAG,Near Craggy Point (Sugarloaf Island),Elephant Island,-61.302,-54.186,0,1200,0,1200,0,
NEKO,Neko Harbor (Andvord Bay),Central-west Antarctic Peninsula,-64.8383,-62.5327,0,0,1608.691297,1608.691297,0,
NEPT,Nelly Point,Elephant Island,-61.157,-54.775,0,150,0,150,0,
NEWE,Newell Point,South Shetland Islands,-62.3374,-59.52,0,11666.66667,0,11666.66667,23.33333,
NIGG,Nigg Rock,South Orkney Islands,-60.707,-44.864,0,0,0,0,0,
NOBL,Noble Rocks,Central-west Antarctic Peninsula,-64.7849,-63.4335,0,0,37.48866926,37.48866926,0,
NCAP,North Cape (d'Urville Island),Northeast Antarctic Peninsula,-62.974,-56.489,75,0,0,75,0,
NFOR,North Foreland,South Shetland Islands,-61.8928,-57.688,0,23286,0,23286,0,
NCOI,North of Cornwall Island,South Shetland Islands,-62.33,-59.702,0,3000,0,3000,0,
NOPT,North Point,South Orkney Islands,-60.672,-45.626,4951.232409,1989.802702,1364.207018,8305.242129,0,
NESM,Northeast of Smiggers Island,Southwest Antarctic Peninsula,-65.451571,-65.346483,9.95674017,0,0,9.95674017,0,
NORW,Norway Bight,South Orkney Islands,-60.616,-45.816,0,180,0,180,0,
OBRI,O'Brien Island,Elephant Island,-61.507,-55.956,0,21400,0,21400,0,
ORCW,Offshore Rocks off Cape Wallace,South Shetland Islands,-63.235,-62.228,0,5400,0,5400,0,
OLIC,Oliphant Channel,South Orkney Islands,-60.729,-45.592,0,143,0,143,0,
OLII,Oliphant Islands,South Orkney Islands,-60.736,-45.594,0,3001.333333,0,3001.333333,0,
MELCo,Omega Island (Melchior group),Central-west Antarctic Peninsula,-64.3438,-62.9531,0,0,0,0,60,Using modified 4-letter code
ONEI,O'Neill Point,Central-west Antarctic Peninsula,-64.81622,-63.090132,0,0,435.569996,435.569996,0,
ORNE,Orne Islands,Central-west Antarctic Peninsula,-64.662,-62.673,0,343.5194171,376.6305939,720.150011,0,
ORRO,Ornen Rocks,South Shetland Islands,-62.009,-57.566,0,1100,0,1100,0,
OUTE,Outer Island,South Orkney Islands,-60.7069,-45.5806,140.2837709,0,0,140.2837709,0,
OWEN,Owen Island,South Shetland Islands,-61.9332,-58.3886,0,21551,0,21551,0,
PAGE,Pageant Point,South Orkney Islands,-60.7286,-45.5843,200.8829334,1219,0,1419.882933,0,
PALA,Palaver Point,Central-west Antarctic Peninsula,-64.1486,-61.759,0,327.9965302,0,327.9965302,29,
PAND,Pandemonium Point,South Orkney Islands,-60.736,-45.648,0,2311.812287,0,2311.812287,0,
PANT,Pantomime Point,South Orkney Islands,-60.7266,-45.5833,725.9125283,5426,0,6151.912528,0,
PABE,Paradise Harbor Beacon (Paradise Bay),Central-west Antarctic Peninsula,-64.9111,-62.9311,0,0,4.943266873,4.943266873,0,
PATE,Patella Island,Northeast Antarctic Peninsula,-63.1294,-55.5238,1000,0,200,1200,0,
PAPT,Patelnia Point,South Shetland Islands,-62.235,-58.472,0,1343,0,1343,0,
shag1,Patrick Island,Southwest Antarctic Peninsula,-65.5148,-65.6457,0,0,0,0,15,
PAUL,Paulet Island,Northeast Antarctic Peninsula,-63.5801,-55.7881,97737.43651,0,0,97737.43651,548,
PERL,Pearl Rocks,Northwest Antarctic Peninsula,-63.589722,-59.889722,0,0,0,0,310,
PEIN,Peine Island (Comb Island),Northeast Antarctic Peninsula,-63.411,-54.717,9502.776092,0,186,9688.776092,0,
PENG,Penguin Island,South Shetland Islands,-62.102,-57.9269,134.4681105,825.7865998,0,960.2547102,0,
PLDR,Penguin Ladder,Elephant Island,-61.143,-54.72,0,5250,0,5250,0,
PEPO,Penguin Point (Seymour Island),Northeast Antarctic Peninsula,-64.3061,-56.7114,17273.52197,0,0,17273.52197,0,
PETE,Petermann Island,Central-west Antarctic Peninsula,-65.176,-64.137,247.720912,0.735183087,3690.269792,3938.725887,43,
PKUP,Pickup Point,Elephant Island,-61.116,-54.645,0,300,0,300,0,
PWKN,Pickwick Island north,Southwest Antarctic Peninsula,-65.466389,-65.542222,0,0,0,0,100,
PWKS,Pickwick Island south,Southwest Antarctic Peninsula,-65.512,-65.6541,0,0,0,0,57,
PILL,Pillar Ridge,Elephant Island,-61.271,-54.222,0,10370,0,10370,0,
PING,Pinguino Island,Central-west Antarctic Peninsula,-64.1435,-60.9857,0,3611.090102,0,3611.090102,0,
PPPT,Pink Pool Point,Elephant Island,-61.309,-54.079,1345.904041,58500,0,59845.90404,0,
PIRI,Pirie Peninsula,South Orkney Islands,-60.69,-44.662,0,16930,0,16930,165,
PLAT,Plato Island (Platter Island),Northeast Antarctic Peninsula,-63.433,-54.6742,35585.29014,0,223,35808.29014,0,
PLEN,Pleneau Island,Central-west Antarctic Peninsula,-65.104,-64.0556,1,0,3159.812043,3160.812043,47,
MART,Point Martin,South Orkney Islands,-60.7709,-44.7185,26450,10000,0,36450,0,
PRAE,Point Rae,South Orkney Islands,-60.757,-44.633,0,400,0,400,0,
PTHO,Point Thomas,South Shetland Islands,-62.1631,-58.4615,126.1197732,1,50,177.1197732,0,
WILD,Point Wild,Elephant Island,-61.098,-54.861,0,6901.45217,20,6921.45217,0,
PTWD,Point Wordie,Elephant Island,-61.245,-55.328,0,11640,1242,12882,0,
PCHA,Port Charcot,Central-west Antarctic Peninsula,-65.067,-64.026,8.019635204,21.76396989,1675.093407,1704.877012,39,
LOCK,Port Lockroy,Central-west Antarctic Peninsula,-64.8231,-63.484,0,0,690.6736097,690.6736097,0,
PORT,Porteous Point,South Orkney Islands,-60.724,-45.675,0,0,0,0,0,
POPO,Pottinger Point,South Shetland Islands,-61.9325,-58.3582,0,55861,0,55861,0,
POWE,Powell Island,South Orkney Islands,-60.725,-45.029,16373.33333,8182,2599,27154.33333,0,
POWW,Powell Island west,South Orkney Islands,-60.6877,-45.1013,0,0,0,0,23,
PRES,President Head (Snow Island),South Shetland Islands,-62.7255,-61.2001,0,4.787995919,0,4.787995919,0,
PRIE,Priest Island,Central-west Antarctic Peninsula,-64.858889,-63.502222,0,0,0,0,1,
PRIM,Prime Head,Northwest Antarctic Peninsula,-63.2129,-57.305,0,0,565,565,0,
PRIN,Principal Point,Central-west Antarctic Peninsula,-64.9121,-63.431,0,0,699.0397168,699.0397168,21,
NPRO,Promontories on north-central coast,South Shetland Islands,-63.25,-62.075,0,66.66666667,0,66.66666667,0,
PURD,Purdy Point,South Orkney Islands,-60.5333,-45.4333,0,5000,0,5000,0,
PYPT,Py Point,Central-west Antarctic Peninsula,-64.8792,-63.5974,0,0,3523.100321,3523.100321,8,
PYRI,Pyrites Island,South Shetland Islands,-61.9241,-57.9491,0,366,0,366,0,
QPTM,Quinton Point (middle),Central-west Antarctic Peninsula,-64.335278,-63.683056,0,0,0,0,11,
QPTN,Quinton Point (north),Central-west Antarctic Peninsula,-64.314444,-63.636667,0,5333.333333,42,5375.333333,25,
QPTS,Quinton Point (south),Central-west Antarctic Peninsula,-64.345,-63.678,0,0,0,0,45,
RACO,Racovitza Islands,Central-west Antarctic Peninsula,-64.5175,-62.0744,0,0,0,0,87,
RAYN,Rayner Point,South Orkney Islands,-60.648,-45.191,0,9000,0,9000,0,
REDI,Red Island,Northeast Antarctic Peninsula,-63.7356,-57.88,1094.165941,0,0,1094.165941,0,
RRRI,Red Rock Ridge,Southwest Antarctic Peninsula,-68.2878,-67.1686,4317.087566,0,0,4317.087566,5.294117647,
RENI,Renier Point,South Shetland Islands,-62.609,-59.81,0,151.2138612,0,151.2138612,0,
RETU,Return Point,South Orkney Islands,-60.6266,-46.0328,0,15600,0,15600,0,
RIDL,Ridley Island,South Shetland Islands,-61.85,-58.016,0,4035,0,4035,0,
RIPP,Rip Point,South Shetland Islands,-62.235,-59.001,0,12233.33333,10000,22233.33333,0,
ROBB,Robbery Beaches,South Shetland Islands,-62.616,-61.083,0,0,0,0,0,
ROBE,Robert Point (Robert Island),South Shetland Islands,-62.45,-59.383,0,2830.109012,1163.074723,3993.183735,7,
ROIS,Roca Islands,Central-west Antarctic Peninsula,-65.1875,-64.4483,0,0,0,0,20,
